"","본인","배우자","모","부","시모","시부","조모","조부","장남","장녀","차남","차녀","삼남","삼녀","사남","사녀","오녀","손자1","손자2","손자3","손자4","손녀1","손녀2","손녀3","손녀4","손녀5",""
"서울고등법원|부장판사|강승준","4231246","545125","0","0","0","0","0","0","180302","181520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"사법정책연구원|수석연구위원|강영수","1629485","3016497","0","0","0","0","0","0","16612","10216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울중앙지방법원|원로법관|강영호","1014777","89268","134608","0","0","0","0","0","0","0","73079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울중앙지방법원|법원장|강형주","1271243","791190","0","0","0","0","0","0","0","0","0","237232","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|고의영","2059020","1204310","0","0","0","0","0","0","17731","17412","0","16246","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산고등법원|부장판사|구남수","976993","2190287","0","0","0","0","0","0","44135","26677","0","23798","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"법원공무원교육원|교육원장|구연모","770593","650186","0","0","0","0","0","0","884","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주고등법원|부장판사|구회근","593426","592852","0","0","0","0","0","0","0","45846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|권기훈","1922667","927761","0","0","0","0","0","0","94456","68429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산고등법원|부장판사|권순형","1665002","4947763","0","0","0","0","0","0","0","65576","0","52573","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"법원행정처|행정관리실장|권오복","197","852829","0","0","0","0","0","0","203103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주지방법원|법원장|김광태","1596837","930770","0","0","0","0","0","0","22009","68625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김기정","1365179","2253683","0","0","0","0","0","0","0","104651","0","61044","0","45636","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김대웅","348359","2253976","15336","438192","0","0","0","0","54344","0","50431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김동오","2697460","7455722","0","0","0","0","0","0","2448491","3113309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"춘천지방법원|법원장|김명수","348821","292419","32905","147509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대구고등법원|부장판사|김문관","1083267","708662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김문석","5445061","685189","0","0","0","0","0","0","159241","106271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김상환","411214","395722","72548","0","0","0","0","0","10905","15742","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김승표","569903","584811","0","0","0","0","0","0","1373","2848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김시철","3974599","197650","0","0","0","0","0","0","274239","223298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김용대","5049347","7004466","0","0","0","0","0","0","336263","490138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김용빈","954064","414284","0","0","0","0","0","0","43679","0","11411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김용석","-81059","587051","-27524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허법원|부장판사|김우수","333917","1177332","64024","124099","0","0","0","0","78518","0","39950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김우진","320586","6024844","0","0","0","0","0","0","78723","58268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김인겸","1075655","51292","1433898","0","0","0","0","0","0","14673","0","13656","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"인천지방법원|법원장|김인욱","619135","-7395","0","37029","0","0","0","0","0","0","9874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김재호","1819281","1714334","0","0","0","0","0","0","77738","38695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울중앙지방법원|민사제1수석부장판사|김정만","88739","440131","0","0","0","0","0","0","1918","1925","0","1667","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김종호","1007567","901203","0","0","0","0","0","0","65400","52203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김주현","1269998","465153","0","0","0","0","0","0","0","79412","0","9639","0","14686","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산고등법원|부장판사|김주호","1629986","2221389","0","0","0","0","0","0","50327","0","20778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대구지방법원|법원장|김찬돈","982374","346655","0","0","0","0","0","0","0","19835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김창보","897453","306886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김필곤","608481","1299121","174153","0","0","0","0","0","0","27634","0","26921","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대법원|수석재판연구관|김현석","474919","732144","0","0","0","0","0","0","0","0","0","8087","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울중앙지방법원|민사제2수석부장판사|김형두","787080","38804","-459446","549928","0","0","0","0","0","0","5625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산고등법원|수석부장판사|김형천","184696","353133","32173","0","0","0","0","0","3653","0","4093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허법원|수석부장판사|김환수","323662","502586","65856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|김흥준","2659354","993618","743546","0","0","0","0","0","80414","66309","0","32822","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주고등법원|부장판사|노경필","76780","221681","0","0","0","0","0","0","3937","1703","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|노정희","946108","558539","0","0","0","0","0","0","0","14129","0","674","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울북부지방법원|법원장|노태악","900464","38707","0","0","0","0","0","0","703","8003","935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대법원|선임재판연구관|마용주","779330","90205","0","0","0","0","0","0","6889","0","9035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|문용선","715538","70294","0","0","0","0","0","0","11580","18163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산가정법원|법원장|문형배","324837","25101","0","226006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|민유숙","1043062","1062690","0","0","67002","279369","0","0","0","68526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|민중기","1742069","1454925","0","0","0","0","0","0","9175","1","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주고등법원|부장판사|박병칠","293915","156457","0","0","0","0","0","0","97162","63856","0","41816","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|박영재","768509","6215","0","0","0","0","0","0","0","49166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|박정화","899322","152644","0","0","2035","281990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산지방법원|수석부장판사|박종훈","95982","470271","76350","235540","0","0","0","0","28671","0","32204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|박형남","771532","415962","0","0","0","0","0","0","18532","0","4302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허법원|부장판사|박형준","1690410","353142","0","0","0","0","0","0","29910","30692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"창원지방법원|법원장|박효관","494930","2426505","0","0","0","0","0","0","28545","0","12659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|배광국","1177571","2142688","0","0","0","0","0","0","69861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|고등법원부장판사|배기열","297563","352286","20425","733078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|배준현","1075897","941936","0","0","0","0","0","0","10771","9570","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|배형원","725505","2765","0","0","0","0","0","0","538","0","2936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대구고등법원|법원장|사공영진","383999","264776","0","0","0","0","0","0","0","79475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|서경환","1023937","1264149","0","0","0","0","0","0","78834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|서태환","1144026","832114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"사법연수원|교수(고등법원부장판사)|선재성","1992165","227511","71370","0","0","0","0","0","11","67","3628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대법원|대법원장비서실장|설범식","424994","759934","10151","124015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울중앙지방법원|원로법관|성기문","1582609","159647","0","0","0","0","0","0","0","19297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|수석부장판사|성낙송","637663","1150809","215310","0","0","0","0","0","0","139870","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울가정법원|법원장|성백현","4058117","905635","0","0","0","0","0","0","556565","0","53025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대구고등법원|부장판사|성수제","1165908","1292200","0","0","0","0","0","0","8051","29687","0","28583","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|성지용","328759","13714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산고등법원|부장판사|손지호","435472","0","0","0","0","0","0","0","46684","2962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울중앙지방법원|형사수석부장판사|신광렬","772276","1139282","0","0","0","0","0","0","68997","34349","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"청주지방법원|법원장|신귀섭","857663","499042","0","0","0","0","0","0","10000","190000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"수원지방법원성남지원|원로법관|심상철","3013799","5983512","392874","0","0","0","0","0","130419","0","54321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"법원행정처|사법정책실장|심준보","197516","1294632","0","0","0","0","0","0","0","11127","0","9235","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전지방법원|법원장|안철상","845096","3363720","0","0","0","0","0","0","78345","55712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|양현주","904202","1167366","0","0","0","0","0","0","17317","34453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|여미숙","599336","691074","0","0","74235","283285","0","0","0","10314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|여상훈","1069046","88712","0","185257","0","0","0","0","0","24164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|오석준","990742","755705","0","0","0","0","0","0","10683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허법원|부장판사|오영준","67313","612199","220110","2223607","0","0","0","0","28448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주고등법원|법원장|유남석","1215864","91125","0","0","0","0","0","0","0","0","0","7605","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"사법연수원|수석교수|유상재","-171521","635000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|유해용","-67897","577895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|윤성근","1814822","583598","469666","552297","0","0","0","0","-1001","0","46753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|윤성원","217003","21624","0","0","0","0","0","0","71","2633","0","576","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전고등법원|부장판사|윤승은","2165149","11736474","0","0","0","0","0","0","177241","166700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|윤종구","7731","284330","0","0","0","0","0","0","1575","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|윤준","1668637","290155","0","0","0","0","0","0","0","73886","0","54580","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이강원","729095","18869","0","0","0","0","0","0","290350","0","9378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울회생법원|법원장|이경춘","813185","1646419","0","0","0","0","0","0","0","0","0","6908","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산지방법원|법원장|이광만","1500878","517631","0","0","0","0","0","0","11691","16434","0","5104","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"양형위원회|상임위원|이규진","850327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울남부지방법원|법원장|이균용","1518739","3126926","49885","0","0","0","0","0","184308","121288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"울산지방법원|법원장|이기광","625619","91200","0","0","0","0","0","0","22436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허법원|법원장|이대경","1389705","1978279","0","0","0","0","0","0","121306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전고등법원|부장판사|이동근","653327","305630","0","0","0","0","0","0","4973","0","968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이동원","-101648","297036","471949","127997","0","0","0","0","-70252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"법원행정처|기획조정실장|이민걸","358094","40489","0","0","0","0","0","0","15913","445","0","813","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이범균","846948","83518","0","0","0","0","0","0","20183","0","17354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이상주","1960054","539095","0","0","0","0","0","0","0","0","8512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이승련","1478697","2691564","242","18901","0","0","0","0","59620","0","50437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울동부지방법원|법원장|이승영","823228","462987","0","0","0","0","0","0","171267","0","114173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전고등법원|부장판사|이승한","738958","651124","538554","516108","0","0","0","0","0","11377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전고등법원|부장판사|이승훈","288713","1268604","0","0","0","0","0","0","40148","17373","13836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이영진","750345","956705","0","0","0","0","0","0","0","72498","0","40313","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이원범","715149","-39326","0","0","0","0","0","0","633","4494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이원형","1008984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울가정법원|수석부장판사|이은애","335297","909878","0","0","0","0","0","0","32444","11259","14531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|이재영","505729","564864","0","0","0","0","0","0","16386","24974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허법원|부장판사|이정석","1959247","833357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"수원지방법원|법원장|이종석","1825896","193502","0","0","0","0","0","0","33130","26679","0","34721","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울행정법원|수석부장판사|이진만","980088","215985","0","0","0","0","0","0","19341","9674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주고등법원|수석부장판사|이창한","304960","913001","260671","0","0","0","0","0","0","28575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"인천지방법원|수석부장판사|이창형","523832","295787","59569","0","0","0","0","0","0","16","0","1569","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울서부지방법원|법원장|이태종","1492067","1094703","0","0","0","0","0","0","10766","77891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대구고등법원|부장판사|임상기","-7028","338164","93270","255582","0","0","0","0","0","-2821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|임성근","363508","8784","72065","0","0","0","0","0","-11986","0","9448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"법원행정처|前법원행정처차장|임종헌","909493","770634","0","0","0","0","0","0","158604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"전주지방법원|법원장|장석조","1010296","708023","90756","0","0","0","0","0","0","5542","0","23717","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|정선재","721962","1378228","0","0","0","0","0","0","0","166060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대구고등법원|부장판사|정용달","272054","128160","197160","0","0","0","0","0","43","16118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"의정부지방법원|법원장|정종관","362221","38117","38335","169190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울회생법원|수석부장판사|정준영","684427","35306","0","0","0","0","0","0","3253","7078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|정형식","688219","285641","0","0","0","0","0","0","107485","0","142338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|조경란","2316739","10518494","0","0","0","0","0","0","0","34832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"수원지방법원안산지원|원로법관|조병현","1019597","1294371","0","0","0","0","0","0","277985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|조영철","35109","848404","0","0","0","0","0","0","10901","0","0","20658","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울중앙지방법원|원로법관|조용구","892781","30145","0","0","0","0","0","0","11428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|조한창","175079","62398","0","0","0","0","0","0","37652","0","36910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|조해현","953667","606618","206250","0","0","0","0","0","58322","29046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전고등법원|법원장|지대운","902165","38280","340800","0","0","0","0","0","-44339","3731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대구고등법원|수석부장판사|진성철","959567","718339","753997","237538","0","0","0","0","570","19711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전고등법원|부장판사|차문호","579525","543500","0","0","0","0","0","0","0","17715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|천대엽","132139","83467","849","0","0","0","0","0","43","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|최규홍","276465","262440","533682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|최상열","6840860","4026027","0","0","0","0","0","0","2396997","2555080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주지방법원|수석부장판사|최수환","37615","300589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|법원장|최완주","619411","350471","123288","267971","0","0","0","0","4409","76153","0","15911","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"광주고등법원|부장판사|최인규","347730","70741","53018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"제주지방법원|법원장|최인석","326098","65538","0","0","0","0","0","0","0","32414","0","10831","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"사법연수원|사법연수원장|최재형","22044","1602500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|한규현","396936","1248910","0","0","0","0","0","0","17282","0","15735","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|한승","2542052","859104","0","0","0","0","0","0","0","96198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"수원지방법원|수석부장판사|한창훈","2498410","124477","0","0","0","0","0","0","19899","35536","19760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|함상훈","2956402","967617","0","0","0","0","0","0","0","29892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|허부열","1106625","321830","0","0","0","0","0","0","21035","34920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대전고등법원|수석부장판사|허용석","405014","7651","0","0","0","0","0","0","10000","169298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"사법정책연구원|연구원장|호문혁","-70359","102400","0","0","0","0","0","0","77959","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울고등법원|부장판사|홍동기","217550","1013529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"법원행정처|사법지원실장|홍승면","864865","3320001","0","0","0","0","0","0","16637","13859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울행정법원|법원장|황병하","545062","505076","2336","33686","0","0","0","0","79027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"부산고등법원|법원장|황한식","1952403","1584880","11","0","0","0","0","0","121267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|문상부","440118","334582","63254","77","0","0","0","0","17319","75030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|사무총장|김대년","44810","1833953","0","0","0","0","0","0","181646","0","-85413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|사무차장|박영수","-20364","96457","0","196142","0","0","0","0","251","287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|선거정책실장|김신기","147951","77414","142800","0","0","0","0","0","2594","5441","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|정훈교","14769","-78295","212","0","0","0","0","0","0","843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|이재화","198627","164112","32915","144540","0","0","0","0","9501","0","83189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|유병길","92577","380961","0","0","0","0","0","0","2845","19099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|윤석근","183134","240606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|조장연","726135","48534","0","0","0","0","0","0","11321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|이계형","-11250","403040","0","0","0","0","0","0","193294","9556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|우근학","552070","50841","7122","0","0","0","0","0","0","29110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|백두성","591819","620687","49439","0","0","0","0","0","74814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|윤병태","808659","793664","0","0","0","0","0","0","11657","4143","8667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|임성식","526990","761490","522","0","0","0","0","0","6764","19005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|추형관","3296","379830","0","0","0","0","0","0","5530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|기획조정실장|문병길","127987","309645","29827","248042","0","0","0","0","21877","0","0","750","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|선거정책실장|김세환","249246","541798","23824","0","0","0","0","0","2027","532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|조원봉","148575","15894","0","0","0","0","0","0","24122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|남택융","64645","38785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|박태섭","752284","105755","0","0","0","0","0","0","64395","37367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|진승엽","17892","112969","0","0","0","0","0","0","183","0","811","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|진종호","322678","92376","34620","0","0","0","0","0","34639","0","67418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|이재후","54741","26288","110327","0","0","0","0","0","9996","3783","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|상임위원|박세각","582465","271106","0","0","0","0","0","0","62404","0","36023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|(전)기획조정실장|정정식","545122","234157","0","0","0","0","0","0","7757","8051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|(전)상임위원|양금석","111723","43907","27708","0","0","0","0","0","12270","0","143715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중앙선거관리위원회|(전)상임위원|엄흥석","361439","80142","0","0","0","0","0","0","0","227","0","10437","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
