"","본인","배우자","모","부","시모","시부","조모","조부","장남","장녀","차남","차녀","삼남","삼녀","사남","사녀","오녀","손자1","손자2","손자3","손자4","손녀1","손녀2","손녀3","손녀4","손녀5",""
"대검찰청전주지방검찰청|검사장|장호중","-244808","1991974","0","0","0","0","0","0","0","5120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대검찰청제주지방검찰청|검사장|이석환","326148","572651","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"대검찰청|사무국장|양희천","966585","1100077","3903","0","0","0","0","0","74666","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"병무청|청장|박창명","758818","177607","0","0","0","0","0","0","151762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"병무청|차장|이상진","1435449","120747","552557","206056","0","0","0","0","5196","7202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"방위사업청|청장|장명진","1555933","314136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"방위사업청|차장|문승욱","1260887","201125","0","0","0","0","0","0","70350","3472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"방위사업청|사업관리본부장|유병직","716567","407124","0","0","0","0","0","0","518795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"방위사업청국방과학연구소|소장|김인호","632881","75943","0","0","0","0","0","0","8338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"방위사업청국방기술품질원|원장|이헌곤","564515","322270","504","0","0","0","0","0","73896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|청장|이철성","460257","477937","0","0","0","0","0","0","83","26508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|차장|김귀찬","441906","316246","44052","0","0","0","0","0","29501","15557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|기획조정관|조현배","105112","464546","44103","0","0","0","0","0","0","96492","0","3035","0","2845","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|생활안전국장|김기출","347024","226428","2249","0","0","0","0","0","20652","25565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|정보국장|정창배","164863","198967","29185","0","0","0","0","0","4667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|보안국장|배용주","498003","33239","21019","0","0","0","0","0","16537","3391","0","11735","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|외사국장|이주민","633985","272408","0","0","0","0","0","0","79395","0","61142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청경찰대학|학장|서범수","457490","1186404","0","0","0","0","0","0","20973","19650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청경찰교육원|원장|이중구","181340","545239","0","0","0","0","0","0","55170","0","54812","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청중앙경찰학교|학교장|장향진","763094","403479","0","0","0","0","0","0","52201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청서울지방경찰청|청장|김정훈","927946","0","0","0","0","0","0","0","37080","16543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청부산지방경찰청|청장|허영범","1381327","234830","435907","0","0","0","0","0","92183","92614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청대구지방경찰청|청장|김상운","62111","1547832","146130","0","0","0","0","0","169269","0","118710","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청인천지방경찰청|청장|박경민","478118","443451","10390","1706","0","0","0","0","19440","21844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청광주지방경찰청|청장|이기창","160935","0","0","0","0","0","0","0","0","89898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청대전지방경찰청|청장|이상철","616433","159198","0","0","0","0","0","0","20767","291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청울산지방경찰청|청장|이재열","1132754","257897","0","0","0","0","0","0","86217","9502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청경기남부지방경찰청|청장|김양제","154403","401288","0","0","0","0","0","0","18939","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청경기남부지방경찰청|차장|강인철","710719","123757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청경기북부지방경찰청|청장|이승철","-50512","663024","20164","106625","0","0","0","0","0","31678","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청강원지방경찰청|청장|최종헌","910024","-577939","51783","0","0","0","0","0","4748","69360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청충북지방경찰청|청장|박재진","125894","-134274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청충남지방경찰청|청장|김재원","336035","180721","0","0","0","0","0","0","0","178","0","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청전북지방경찰청|청장|조희현","418128","0","0","0","0","0","0","0","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청전남지방경찰청|청장|강성복","137194","488240","31590","0","0","0","0","0","46842","40816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청경북지방경찰청|청장|박화진","729087","0","0","0","0","0","0","0","119117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청경남지방경찰청|청장|박진우","992835","7111","0","0","0","0","0","0","4650","6346","0","5367","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청제주지방경찰청|청장|이상정","244612","443656","0","0","0","0","0","0","7519","2157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|치안감|최현락","232257","5771644","0","0","0","0","0","0","15954","1534","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청|치안감|김덕섭","590773","826843","0","0","0","0","0","0","9341","27954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경찰청도로교통공단|이사장|신용선","787593","783877","0","0","0","0","0","0","0","0","0","5258","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"문화재청|청장|나선화","1128146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"문화재청|차장|박영근","365259","253479","0","0","0","0","0","0","3804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"문화재청한국전통문화대학교|총장|김재열","383997","453774","0","0","0","0","0","0","105311","0","12487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"농촌진흥청|청장|정황근","742697","83897","52548","159249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"농촌진흥청국립농업과학원|원장|이진모","230867","400523","0","0","0","0","0","0","331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"농촌진흥청국립식량과학원|원장|이영희","855078","259697","199084","0","0","0","0","0","38974","0","20330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"농촌진흥청농업기술실용화재단|이사장|류갑희","461099","189927","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"산림청|청장|신원섭","308440","192707","0","0","0","0","0","0","15852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"산림청|차장|김용하","422902","277671","84342","142713","0","0","0","0","40889","5711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"산림청한국임업진흥원|원장|김남균","905216","597861","254403","0","0","0","0","0","147451","8091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"산림청산림조합중앙회|회장|이석형","25414","100774","0","13674","0","0","0","0","72361","8377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중소기업청|청장|주영섭","963786","51573","0","0","0","0","0","0","4028","4182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중소기업청|차장|최수규","163754","65627","0","0","0","0","0","0","9720","377","938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중소기업청중소기업진흥공단|이사장|임채운","1565797","25452","136931","0","0","0","0","0","218760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중소기업청신용보증재단중앙회|회장|김순철","317567","1105247","72866","79488","0","0","0","0","111309","0","0","187900","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"중소기업청한국벤처투자(주)|사장|조강래","2823894","343564","343","68854","0","0","0","0","281765","0","109152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허청|청장|최동규","358707","489271","0","0","0","0","0","0","4964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허청|차장|이영대","274858","66592","0","0","0","0","0","0","0","10004","0","2860","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"특허청특허심판원|원장|김연호","226752","865394","242414","0","0","0","0","0","89217","0","55112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"기상청|청장|고윤화","111538","359967","201640","0","0","0","0","0","0","11161","0","25101","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"기상청|차장|남재철","372001","271687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"기상청한국기상산업진흥원|원장|김종석","362802","1572794","0","0","0","0","0","0","0","0","84908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"행정중심복합도시건설청|청장|이충재","863588","738964","272523","356632","0","0","0","0","311251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"행정중심복합도시건설청|차장|안시권","1784","872735","202358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"새만금개발청|청장|이병국","-80086","679915","83811","0","0","0","0","0","0","59691","0","15182","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"국가인권위원회|위원장|이성호","1052426","1371096","169085","0","0","0","0","0","75491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"국가인권위원회|상임위원|이경숙","509367","518369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"국가인권위원회|상임위원|정상환","2040100","738203","296747","0","0","0","0","0","5581","0","11582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"국가인권위원회|사무총장|안석모","1066603","70394","7413","0","0","0","0","0","118907","147183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"개인정보보호위원회|상임위원|임채호","306111","1118548","30798","0","0","0","0","0","46113","99409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"민주평화통일자문회의|사무처장|권태오","365240","324210","0","0","0","0","0","0","130826","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국방송공사|사장|고대영","543848","68298","14673","0","0","0","0","0","69008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행|총재|이주열","1149959","797939","0","0","0","0","0","0","0","184178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행|부총재|장병화","2649099","37436","377011","0","0","0","0","0","123275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행|감사|하성","1308122","2809827","0","0","0","0","0","0","19503","0","25375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행금융통화위원회|위원|고승범","1568581","1589184","0","0","0","0","0","0","2083","0","6022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행금융통화위원회|위원|신인석","2192787","4677148","0","0","0","0","0","0","0","101381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행금융통화위원회|위원|이일형","2076773","695332","0","15604","0","0","0","0","0","100002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행금융통화위원회|위원|조동철","1514048","1576511","0","0","0","0","0","0","45973","73573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"한국은행금융통화위원회|위원|함준호","6562209","783921","0","0","0","0","0","0","34801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"방송통신심의위원회|위원장|박효종","1434252","1588209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|시장|박원순","-128261","-440930","0","0","0","0","0","0","8953","406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|행정1부시장|류경기","540170","573975","29153","264128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|행정2부시장|이제원","100859","198724","0","0","0","0","0","0","31998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|정무부시장|하승창","-87653","280633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|기획조정실장|장혁재","333244","1305298","0","0","0","0","0","0","0","32671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|경제진흥본부장|서동록","3749816","719216","0","0","0","0","0","0","373","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|안전총괄본부장|김준기","-30335","220850","487175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|도시교통본부장|윤준병","1099324","-9488","0","0","0","0","0","0","9237","8718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|도시재생본부장|진희선","242413","1069618","0","0","0","0","0","0","0","63926","0","47023","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|여성가족정책실장|엄규숙","92687","419285","0","0","0","0","0","0","8196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|사무처장|김경호","-128802","450856","0","0","0","0","0","0","0","2507","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|소방재난본부장|권순경","637181","210917","0","0","0","0","0","0","3328","2995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시서울시립대학교|총장|원윤희","1462391","2189146","203471","0","0","0","0","0","156989","0","74121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시|국제관계대사|김창범","67709","517531","348723","27","0","0","0","0","0","0","582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의장|양준욱","1921","313337","0","0","0","0","0","0","-16022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|부의장|김진수","4431305","434439","0","0","0","0","0","0","343873","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|강감창","689152","462650","0","65001","0","0","0","0","15330","11585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|강구덕","239276","538906","60850","0","0","0","0","0","27","3021","0","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|강성언","1561160","1695344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|권미경","473449","65140","261","3607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김경자","1100909","447912","245374","0","0","0","0","0","37797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김경자_","25050","6595","0","0","0","0","0","0","36321","2232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김광수","493120","11","79237","0","0","0","0","0","23814","8993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김광수_","370539","154644","201304","0","0","0","0","0","108573","0","9461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김구현","296534","147336","24514","560600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김기대","406100","29076","64002","0","0","0","0","0","34585","0","21116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김기만","-16393","48868","544","0","0","0","0","0","23003","9327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김동승","5094037","581953","0","0","0","0","0","0","206959","34237","314756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김동욱","42367","80996","5215","10824","0","0","0","0","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김동율","192230","131001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김문수","-84664","220919","29826","0","0","0","0","0","3624","2694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김미경","55902","0","107626","2387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김상훈","19088","282192","319152","0","0","0","0","0","10023","2","7483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김생환","991208","372611","192674","0","0","0","0","0","31151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김선갑","322201","182879","6740","0","0","0","0","0","0","1978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김영한","-82827","225095","285577","1737255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김용석","39403","292195","89898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김용석_","1000569","933183","299857","0","0","0","0","0","17416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김인제","44720","326649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김인호","57561","321233","44245","2240","0","0","0","0","3098","0","1808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김정태","314044","-35610","0","0","0","0","0","0","312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김제리","230175","27527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김종욱","87148","250200","182144","0","0","0","0","0","4606","4824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김진영","813466","399660","0","0","0","0","0","0","-24636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김진철","-845009","861020","242230","0","0","0","0","0","11199","2715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김창수","354411","537311","0","0","0","0","0","0","135585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김창원","15142","209026","2832","50718","0","0","0","0","1009","3951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김춘수","6041","427120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김태수","148659","40590","0","0","0","0","0","0","123396","0","43996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김현기","292303","1186684","1429","0","0","0","0","0","90926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김혜련","1384111","1142164","2632","118737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|김희걸","86211","0","79194","135257","0","0","0","0","2606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|남재경","-258127","219430","0","0","0","0","0","0","488","1154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|남창진","5821086","353293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|맹진영","-61280","60236","0","0","0","0","0","0","20","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|문상모","493821","135543","9028","0","0","0","0","0","5461","4440","0","5045","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|문영민","542483","28957","721","36174","0","0","0","0","0","0","122963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|문종철","1027642","262103","52341","-33862","0","0","0","0","1582","0","2","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|문형주","35170","64691","3792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박기열","218008","288428","79207","0","0","0","0","0","7279","5654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박래학","1356991","-14428","0","0","0","0","0","0","32073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박마루","160442","104963","0","0","0","0","0","0","105","0","1550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박성숙","110248","443707","0","0","0","0","0","0","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박양숙","321976","190475","84191","327851","0","0","0","0","492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박운기","-9313","58168","17282","347423","0","0","0","0","5268","43429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박준희","562263","101855","0","0","0","0","0","0","-15958","0","751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박중화","885345","148079","366475","0","0","0","0","0","79652","0","61835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박진형","244973","0","0","0","0","0","0","0","0","16000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|박호근","1347","-421920","365693","0","0","0","0","0","0","2523","0","1290","0","385","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|서영진","497105","42991","0","0","0","0","0","0","0","3151","0","4248","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|서윤기","56001","1574498","53807","117438","0","0","0","0","0","25828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|성백진","-12606","293595","0","0","0","0","0","0","919","24765","0","28066","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|성중기","2254736","10525070","0","0","0","0","0","0","276217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|송재형","76274","218965","0","0","0","0","0","0","19139","0","21836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|신건택","445266","57161","37769","0","0","0","0","0","8954","10374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|신언근","17729","393042","0","0","0","0","0","0","2299","0","9980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|신원철","22074","111638","34411","178858","0","0","0","0","1234","0","8415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|오경환","157450","118849","0","0","0","0","0","0","31","461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|오봉수","-108","7130","0","0","0","0","0","0","893","-2380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|오승록","344179","82214","19889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|우미경","1585716","1773322","34008","0","0","0","0","0","206613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|우창윤","1233227","361428","21308","0","0","0","0","0","6401","8335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|우형찬","-15281","140948","200968","0","0","0","0","0","761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|유광상","1706095","188458","0","0","0","0","0","0","15984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|유동균","36309","183929","48605","0","0","0","0","0","22231","47408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|유용","1171551","569642","1414362","0","0","0","0","0","104905","0","62624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|유찬종","1904421","111764","83563","0","0","0","0","0","0","13619","5134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|유청","2737222","700821","0","0","0","0","0","0","135407","0","135284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이명희","982627","1540014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이병해","994189","170063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이복근","7054009","5352491","0","0","0","0","0","0","490797","0","0","23720","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이상묵","324410","681665","0","0","0","0","0","0","3631","6588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이석주","1187960","1680739","0","0","0","0","0","0","0","-180035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이성희","118234","0","0","0","0","0","0","0","63302","64303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이숙자","503451","278041","0","0","0","0","0","0","0","3600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이순자","50192","0","0","0","0","0","0","0","5349","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이승로","344629","47942","356338","0","0","0","0","0","63269","44031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이신혜","383298","57933","0","0","0","0","0","0","1737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이윤희","35701","16","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이정훈","-23685","418495","188000","0","0","0","0","0","3298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"서울특별시의회|의원|이종필","7957264","6660051","0","0","0","0","0","0","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
